index,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales,Unassigned;__;__;__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales_650611,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_595425
B5,1062.0,755.0,677.0,761.0,609.0,1233.0,703.0,537.0,580.0,147.0,143.0
