index,Unassigned;__;__,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria,k__Bacteria;p__Bacillota;c__Negativicutes,k__Bacteria;p__Bacteroidota;c__Bacteroidia,k__Bacteria;p__Actinomycetota;c__Actinomycetes,k__Bacteria;p__Bacillota;c__Tissierellia,k__Bacteria;p__Bacillota;c__Erysipelotrichia,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,k__Bacteria;p__Bacillota;c__Clostridia,k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria,k__Bacteria;p__Fusobacteriota;c__Fusobacteriia,k__Bacteria;p__Bacillota;c__Bacilli,k__Bacteria;p__Actinomycetota;c__Coriobacteriia
B6,12414.0,1940.0,4403.0,6953.0,1698.0,578.0,506.0,875.0,1916.0,388.0,318.0,270.0,147.0
