index,Unassigned;__,k__Bacteria;p__Pseudomonadota,k__Bacteria;p__Bacillota,k__Bacteria;p__Bacteroidota,k__Bacteria;p__Actinomycetota,k__Bacteria;p__Campylobacterota,k__Bacteria;p__Fusobacteriota
B6,12414.0,2815.0,7673.0,6953.0,1845.0,388.0,318.0
