index,Unassigned;__;__;__,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales,k__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales,k__Bacteria;p__Bacillota;c__Tissierellia;o__Tissierellales,k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales,k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales,k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales,k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales
B6,12414.0,1940.0,4403.0,6953.0,1413.0,578.0,506.0,875.0,1916.0,285.0,388.0,318.0,270.0,147.0
