index,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium
B2,24391.0,9086.0,1898.0,680.0
