index,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Firmicutes_D,Unassigned;__,d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Fusobacteriota
B7,4596.0,826.0,227.0,216.0,143.0,106.0
