index,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria,k__Bacteria;p__Bacteroidota;c__Bacteroidia,Unassigned;__;__,k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria,k__Bacteria;p__Bacillota;c__Negativicutes,k__Bacteria;p__Actinomycetota;c__Actinomycetes,k__Bacteria;p__Bacillota;c__Erysipelotrichia,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,k__Bacteria;p__Bacillota;c__Clostridia,k__Bacteria;p__Actinomycetota;c__Coriobacteriia,k__Bacteria;p__Bacillota;c__Bacilli
B1,3787.0,11332.0,11934.0,1049.0,4300.0,1042.0,481.0,544.0,1914.0,493.0,104.0
