index,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Unassigned;__;__;__,k__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales,k__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales,k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales,k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales
B1,3787.0,11332.0,11934.0,1049.0,4300.0,719.0,481.0,544.0,1914.0,493.0,323.0,104.0
