index,k__Bacteria;p__Pseudomonadota,k__Bacteria;p__Bacteroidota,Unassigned;__,k__Bacteria;p__Campylobacterota,k__Bacteria;p__Bacillota,k__Bacteria;p__Actinomycetota
B1,4331.0,11332.0,11934.0,1049.0,6799.0,1535.0
