index,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,d__Bacteria;p__Bacteroidota;c__Bacteroidia,Unassigned;__;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483,d__Bacteria;p__Campylobacterota;c__Campylobacteria,d__Bacteria;p__Patescibacteria;c__JAEDAM01,d__Bacteria;p__Firmicutes_C;c__Negativicutes,d__Bacteria;p__Actinobacteriota;c__Actinomycetia,d__Bacteria;p__Patescibacteria;c__Saccharimonadia,d__Bacteria;p__Firmicutes_D;c__Bacilli,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia
B1,4331.0,10046.0,5997.0,5246.0,2291.0,847.0,4300.0,1580.0,699.0,1045.0,493.0,105.0
