index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales
B3,21550.0,8614.0,821.0,1045.0
