index,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,Unassigned;__;__;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Erysipelotrichales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Peptostreptococcales,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales_993777,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales
B1,3787.0,9904.0,5997.0,4652.0,2291.0,847.0,4300.0,1580.0,699.0,481.0,544.0,460.0,594.0,493.0,142.0,105.0,104.0
