index,k__Bacteria;p__Bacillota,k__Bacteria;p__Actinomycetota,Unassigned;__,k__Bacteria;p__Pseudomonadota,k__Bacteria;p__Bacteroidota
B11,1538.0,1341.0,2013.0,570.0,595.0
