index,k__Bacteria;p__Bacillota;c__Negativicutes,k__Bacteria;p__Actinomycetota;c__Actinomycetes,Unassigned;__;__,k__Bacteria;p__Actinomycetota;c__Coriobacteriia,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,k__Bacteria;p__Bacteroidota;c__Bacteroidia,k__Bacteria;p__Bacillota;c__Bacilli,k__Bacteria;p__Bacillota;c__Clostridia,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria,k__Bacteria;p__Bacteroidota;c__Flavobacteriia
B11,1179.0,1052.0,2013.0,289.0,456.0,486.0,225.0,134.0,114.0,109.0
