index,k__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales,Unassigned;__;__;__,k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales,k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales
B11,1179.0,641.0,2013.0,289.0,411.0,456.0,486.0,225.0,134.0,114.0,109.0
