index,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,d__Bacteria;p__Bacteroidota;c__Bacteroidia,d__Bacteria;p__Firmicutes_D;c__Bacilli,Unassigned;__;__,d__Bacteria;p__Actinobacteriota;c__Actinomycetia,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia
B7,4596.0,826.0,227.0,216.0,143.0,106.0
