index,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales
B3,21550.0,8614.0,821.0,1045.0
