index,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales,Unassigned;__;__;__
B8,3305.0,2431.0,803.0
