index,Unassigned;__;__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,d__Bacteria;p__Firmicutes_C;c__Negativicutes,d__Bacteria;p__Bacteroidota;c__Bacteroidia,d__Bacteria;p__Actinobacteriota;c__Actinomycetia,d__Bacteria;p__Patescibacteria;c__JAEDAM01,d__Bacteria;p__Campylobacterota;c__Campylobacteria,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483,d__Bacteria;p__Firmicutes_D;c__Bacilli,d__Bacteria;p__Patescibacteria;c__Saccharimonadia,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia
B6,7921.0,2815.0,4503.0,6751.0,2475.0,805.0,1037.0,3861.0,1477.0,322.0,292.0,147.0
