index,Unassigned;__,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Firmicutes_C,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__Campylobacterota,d__Bacteria;p__Firmicutes_A,d__Bacteria;p__Firmicutes_D,d__Bacteria;p__Fusobacteriota
B6,7921.0,2815.0,4503.0,6751.0,2622.0,1127.0,1037.0,3861.0,1477.0,292.0
