index,d__Bacteria;p__Firmicutes_C,d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Firmicutes_D,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Bacteroidota,Unassigned;__,d__Bacteria;p__Firmicutes_A,d__Bacteria;p__Patescibacteria
B11,1179.0,2287.0,724.0,570.0,595.0,445.0,134.0,123.0
