index,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales,Unassigned;__;__;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483;o__Lachnospirales,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales_597441,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923
B11,1179.0,1998.0,289.0,499.0,456.0,486.0,225.0,445.0,134.0,123.0,114.0,109.0
