index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales
B2,24391.0,9086.0,1898.0,680.0
