index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae
B2,24391.0,9086.0,1898.0,680.0
