index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae,Unassigned;__;__;__;__,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae
B9,24092.0,11416.0,1984.0,405.0,371.0
