index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales,Unassigned;__;__;__,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales
B9,24092.0,11416.0,1984.0,405.0,371.0
