index,d__Bacteria;p__Actinobacteriota;c__Actinomycetia,Unassigned;__;__,d__Bacteria;p__Firmicutes_D;c__Bacilli,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
B4,4938.0,1724.0,4262.0,276.0
