index,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales,Unassigned;__;__;__,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Bacillales_B_306089
B4,4817.0,1724.0,4062.0,276.0,121.0,100.0,100.0
