index,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales
B10,633.0,137.0,123.0,102.0
