index,d__Bacteria;p__Firmicutes_C;c__Negativicutes,d__Bacteria;p__Actinobacteriota;c__Actinomycetia,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia,d__Bacteria;p__Firmicutes_D;c__Bacilli,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,d__Bacteria;p__Bacteroidota;c__Bacteroidia,Unassigned;__;__,d__Bacteria;p__Firmicutes_A;c__Clostridia_258483,d__Bacteria;p__Patescibacteria;c__Saccharimonadia
B11,1179.0,1998.0,289.0,724.0,570.0,595.0,445.0,134.0,123.0
