index,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Bacteroidota,d__Bacteria;p__Firmicutes_D,Unassigned;__
B5,2585.0,2067.0,677.0,1298.0,580.0
