index,d__Bacteria;p__Proteobacteria,d__Bacteria;p__Bacteroidota,Unassigned;__,d__Bacteria;p__Firmicutes_A,d__Bacteria;p__Campylobacterota,d__Bacteria;p__Patescibacteria,d__Bacteria;p__Firmicutes_C,d__Bacteria;p__Actinobacteriota,d__Bacteria;p__Firmicutes_D,d__Bacteria;p__Fusobacteriota
B1,4331.0,10046.0,5997.0,5246.0,2291.0,1546.0,4300.0,2073.0,1045.0,105.0
