index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae,Unassigned;__;__;__;__,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae
B4,4817.0,2952.0,2987.0,123.0,121.0,100.0,100.0
