index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales,Unassigned;__;__;__,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales
B4,4817.0,2952.0,3110.0,121.0,200.0
