index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae,Unassigned;__;__;__;__,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Staphylococcaceae,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae
B10,633.0,137.0,123.0,102.0
