index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales,Unassigned;__;__;__,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales
B10,633.0,137.0,123.0,102.0
