index,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Staphylococcales,d__Bacteria;p__Firmicutes_D;c__Bacilli;o__Lactobacillales,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales
B9,24497.0,11416.0,1984.0,371.0
