index,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales,Unassigned;__;__;__,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales
B8,3305.0,1757.0,1477.0
