index,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales,Unassigned;__;__;__,k__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales
B7,3045.0,1291.0,1228.0,254.0,153.0,143.0
