index,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,Unassigned;__;__,k__Bacteria;p__Bacteroidota;c__Flavobacteriia,k__Bacteria;p__Actinomycetota;c__Actinomycetes
B7,3198.0,1291.0,1228.0,254.0,143.0
