index,k__Bacteria;p__Pseudomonadota,k__Bacteria;p__Actinomycetota,Unassigned;__,k__Bacteria;p__Bacillota,k__Bacteria;p__Bacteroidota
B5,2585.0,2067.0,1435.0,1012.0,108.0
