index,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria,k__Bacteria;p__Actinomycetota;c__Actinomycetes,Unassigned;__;__,k__Bacteria;p__Bacillota;c__Bacilli,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,k__Bacteria;p__Bacteroidota;c__Bacteroidia
B5,1205.0,2067.0,1435.0,1012.0,1380.0,108.0
