index,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales,Unassigned;__;__;__,k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales,k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales,k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales,k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales,k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales
B5,1062.0,755.0,1435.0,761.0,609.0,1233.0,703.0,147.0,143.0,251.0,108.0
