index,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,d__Bacteria;p__Actinobacteriota;c__Actinomycetia,d__Bacteria;p__Bacteroidota;c__Bacteroidia,d__Bacteria;p__Firmicutes_D;c__Bacilli,Unassigned;__;__
B5,2585.0,2067.0,677.0,1298.0,580.0
